>MA0001.1 AGL3
0	94	1	2
3	75	0	19
79	4	3	11
40	3	4	50
66	1	1	29
48	2	0	47
65	5	5	22
11	2	3	81
65	3	28	1
0	3	88	6
>MA0003.1 TFAP2A
0	0	185	0
0	185	0	0
0	185	0	0
22	71	46	46
19	57	61	48
55	44	67	19
53	30	91	11
19	16	137	13
9	78	79	19
>MA0004.1 Arnt
4	16	0	0
19	0	1	0
0	20	0	0
0	0	20	0
0	0	0	20
0	0	20	0
>MA0005.1 AG
0	87	2	1
2	86	0	2
38	9	7	36
61	5	2	22
73	1	1	15
31	3	4	52
23	16	17	34
20	13	26	31
22	0	64	4
1	0	82	7
27	25	9	29
>MA0006.1 Arnt::Ahr
3	8	2	11
0	0	23	1
0	23	0	1
0	0	23	1
0	0	0	24
0	0	24	0
>MA0007.1 Ar
9	7	2	6
9	2	3	10
11	3	3	7
16	1	7	0
0	0	22	2
12	6	1	5
21	2	0	1
0	24	0	0
15	0	8	1
4	9	2	9
5	11	2	6
6	9	9	0
3	5	1	15
0	0	24	0
4	0	0	20
11	5	1	7
1	22	1	0
3	16	1	4
6	7	5	6
6	5	9	4
10	11	0	3
5	11	6	2
