>MA0001.1 AGL3
0	94	1	2
3	75	0	19
79	4	3	11
40	3	4	50
66	1	1	29
48	2	0	47
65	5	5	22
11	2	3	81
65	3	28	1
0	3	88	6
>MA0003.1 TFAP2A
0	0	185	0
0	185	0	0
0	185	0	0
22	71	46	46
19	57	61	48
55	44	67	19
53	30	91	11
19	16	137	13
9	78	79	19
>MA0004.1 Arnt
4	16	0	0
19	0	1	0
0	20	0	0
0	0	20	0
0	0	0	20
0	0	20	0
>MA0005.1 AG
0	87	2	1
2	86	0	2
38	9	7	36
61	5	2	22
73	1	1	15
31	3	4	52
23	16	17	34
20	13	26	31
22	0	64	4
1	0	82	7
27	25	9	29
>MA0006.1 Arnt::Ahr
3	8	2	11
0	0	23	1
0	23	0	1
0	0	23	1
0	0	0	24
0	0	24	0
>MA0007.1 Ar
9	7	2	6
9	2	3	10
11	3	3	7
16	1	7	0
0	0	22	2
12	6	1	5
21	2	0	1
0	24	0	0
15	0	8	1
4	9	2	9
5	11	2	6
6	9	9	0
3	5	1	15
0	0	24	0
4	0	0	20
11	5	1	7
1	22	1	0
3	16	1	4
6	7	5	6
6	5	9	4
10	11	0	3
5	11	6	2
>MA0008.1 HAT5
3	13	4	5
21	1	0	3
25	0	0	0
0	0	0	25
0	5	0	20
24	0	1	0
1	0	0	24
0	0	2	23
>MA0009.1 T
2	28	8	2
1	1	0	38
40	0	0	0
0	0	40	0
0	0	40	0
0	0	0	40
0	0	40	0
0	2	0	38
1	7	28	4
40	0	0	0
31	5	0	4
>MA0010.1 br_Z1
3	1	4	1
1	1	1	6
5	2	1	1
7	0	1	1
3	0	0	6
6	0	0	3
4	1	4	0
7	0	1	1
1	8	0	0
9	0	0	0
8	0	1	0
5	0	3	1
4	0	0	5
2	3	2	2
>MA0011.1 br_Z2
3	1	1	7
5	2	1	4
0	10	0	2
0	1	0	11
12	0	0	0
1	1	2	8
2	0	1	9
1	2	1	8
>MA0012.1 br_Z3
3	1	1	7
9	2	1	0
10	0	0	2
12	0	0	0
0	10	1	1
4	0	0	8
10	0	0	2
6	0	4	2
6	1	2	3
4	3	2	3
2	3	5	2
>MA0013.1 br_Z4
1	1	0	4
4	0	0	2
2	0	4	0
1	0	0	5
5	0	1	0
6	0	0	0
5	0	1	0
1	3	1	1
3	0	1	2
5	0	0	1
3	1	0	2
>MA0014.1 Pax5
4	1	4	3
4	0	8	0
4	3	3	2
1	2	5	4
2	7	1	2
7	2	1	2
2	5	3	2
0	3	2	7
1	2	8	1
6	1	3	2
6	0	2	4
0	0	12	0
2	8	1	1
3	0	9	0
1	0	4	7
6	1	5	0
5	1	5	1
2	10	0	0
2	5	5	0
5	0	6	1
>MA0015.1 Cf2_II
25	13	40	2
1	2	1	76
74	2	4	0
0	9	4	67
78	2	0	0
1	4	1	74
41	2	36	1
2	9	1	68
53	3	20	4
12	29	15	24
>MA0016.1 usp
0	1	37	0
1	0	36	1
0	0	38	0
0	0	38	0
0	0	0	38
0	36	1	1
35	0	3	0
5	25	3	5
5	8	22	3
6	10	16	6
>MA0017.1 NR2F1
0	0	2	11
1	0	12	0
12	0	1	0
6	7	0	0
0	13	0	0
0	3	0	10
0	2	0	11
1	0	0	12
2	0	11	0
6	4	3	0
6	5	1	1
1	10	1	1
3	6	0	4
0	3	3	7
>MA0019.1 Ddit3::Cebpa
14	7	12	6
11	7	14	7
18	3	15	3
0	1	0	38
0	0	38	1
4	33	0	2
38	1	0	0
36	2	1	0
0	6	0	33
14	17	5	3
4	23	9	3
0	26	6	7
>MA0020.1 Dof2
21	0	0	0
21	0	0	0
21	0	0	0
0	0	21	0
3	14	2	2
7	6	3	5
>MA0021.1 Dof3
21	0	0	0
21	0	0	0
21	0	0	0
0	0	21	0
0	10	3	8
6	6	9	0
>MA0022.1 dl_1
0	5	6	2
0	0	12	1
0	1	11	1
0	0	10	3
1	1	3	8
1	0	2	10
1	0	0	12
0	0	0	13
0	3	0	10
1	9	0	3
1	9	1	2
3	5	5	0
>MA0023.1 dl_2
0	1	7	1
0	0	7	2
0	0	9	0
0	0	8	1
4	1	0	4
2	1	0	6
0	0	0	9
0	1	0	8
0	9	0	0
1	8	0	0
>MA0024.1 E2F1
0	0	0	10
0	0	0	10
0	0	0	10
0	4	6	0
0	2	8	0
0	10	0	0
0	0	10	0
0	9	1	0
>MA0025.1 NFIL3
1	0	0	22
0	0	2	21
22	0	0	1
0	8	0	15
2	0	21	0
0	0	0	23
23	0	0	0
22	0	1	0
0	11	4	8
7	5	7	4
5	5	3	10
>MA0026.1 Eip74EF
2	12	2	1
5	12	0	0
0	0	17	0
0	0	17	0
17	0	0	0
17	0	0	0
5	1	10	1
>MA0027.1 En1
4	1	2	3
5	2	2	1
3	0	7	0
0	0	2	8
4	0	3	3
3	0	7	0
3	0	0	7
2	1	4	3
1	3	3	3
1	4	1	4
1	6	1	2
>MA0028.1 ELK1
7	7	10	4
10	6	6	6
9	4	10	5
5	19	1	3
2	24	1	1
0	0	24	4
1	0	27	0
27	0	1	0
21	5	0	2
13	0	14	1
